,Item Number,Monetary,Frequency,Recent_Date
2607,936165,1918.56,11,2018-10-22
2608,964076,7394.76,33,2020-09-24
2609,935021,114.06,1,2015-11-11
2610,921946,20079.0,5,2019-08-08
2611,59037,1329163.51,15980,2020-09-30
2612,52582,945474.64,16512,2020-09-30
2613,14208,295573.0,3167,2020-09-30
2614,69638,3907444.89,23696,2020-09-30
2615,34061,500844.33,5142,2019-08-02
2616,40390,85089.46,3218,2017-03-29
2617,36447,1174646.88,8053,2020-09-30
2618,22151,490018.42,12256,2020-06-02
2619,11358,11694.12,134,2012-05-15
2620,903211,8720.58,33,2013-12-19
2621,904609,10727.61,38,2020-04-02
2622,905775,2524.2,20,2017-11-30
2623,903730,3132.36,16,2016-08-24
2624,902658,4761.36,8,2014-07-02
2625,64626,8640.07,114,2013-12-30
2626,3943,3810.4,19,2013-12-24
2627,903189,13053.09,35,2019-07-18
2628,941294,14676.84,151,2020-09-30
2629,28368,1530.0,41,2014-09-16
2630,904874,435.3,1,2013-01-24
2631,901275,15321.78,52,2020-09-11
2632,59163,111715.08,1268,2020-09-30
2633,903333,534.6,5,2013-10-09
2634,902954,199.56,1,2014-08-28
2635,902512,632.88,1,2012-10-02
2636,901552,72.18,1,2014-02-04
2637,901011,41.22,1,2012-04-27
2638,983231,431.28,2,2019-08-29
2639,43415,261256.9,3947,2018-09-17
2640,69636,4053966.67,42062,2020-09-30
2641,35743,52968.7,1027,2014-07-30
2642,36278,3094.89,90,2014-12-08
2643,41943,190366.36,3577,2020-09-30
2644,77089,95667.95,1356,2015-01-21
2645,77284,198608.82,2358,2020-09-30
2646,28043,739392.24,5702,2020-09-30
2647,62383,11703.38,149,2013-02-19
2648,40268,1424.28,54,2014-01-02
2649,297,112251.04,474,2016-11-04
2650,33670,2760.0,56,2014-09-24
2651,35730,7075.5,62,2015-01-28
2652,77768,105950.25,1340,2020-09-30
2653,904589,3625.26,11,2016-07-13
2654,903635,5793.84,28,2016-04-21
2655,935222,5245.92,20,2018-08-21
2656,827,9900.0,7,2013-09-16
2657,903711,4399.02,9,2014-06-19
2658,901324,1586.4,15,2017-11-30
2659,901532,573.48,2,2012-11-15
2660,21598,4879277.95,51155,2020-09-30
2661,42717,11626625.78,45238,2020-09-15
2662,11773,2487885.66,38997,2020-09-30
2663,29566,212543.76,4828,2020-09-30
2664,88548,998714.4,7662,2020-09-30
2665,78456,350455.38,9843,2020-09-30
2666,36968,1615549.8,25551,2020-09-30
2667,10804,1176890.24,13542,2020-09-30
2668,88036,766812.6,8054,2020-09-30
2669,5012,148423.99,994,2015-07-06
2670,62422,61066.97,1149,2018-08-06
2671,901130,4210.2,21,2017-12-13
2672,72913,302005.89,3717,2020-09-30
2673,902165,2465.1,28,2020-06-02
2674,954136,2174.76,20,2020-07-13
2675,5452,5592.4,51,2015-03-25
2676,38046,191582.08,1295,2020-09-30
2677,932512,7763.04,22,2020-08-03
2678,901015,591.78,3,2012-11-15
2679,901466,1538.16,6,2014-11-03
2680,977812,103.56,1,2013-11-18
2681,36535,10080.0,86,2019-04-30
2682,941161,187.2,1,2015-03-11
2683,966810,810.0,5,2014-03-27
2684,35317,10749766.76,34205,2020-09-30
2685,34026,850538.62,7779,2020-09-30
2686,58801,1311509.44,15673,2020-09-30
2687,5446,1017950.13,7950,2020-09-30
2688,33763,3615.0,34,2014-11-22
2689,71446,125722.53,2683,2018-08-01
2690,87403,641937.54,7513,2020-09-30
2691,78036,28805.33,996,2015-07-14
2692,5846,10442.2,103,2014-07-01
2693,35242,2353.88,29,2015-06-29
2694,80024,99966.85,1439,2020-09-08
2695,830,8791.5,25,2013-10-30
2696,46750,8632.0,63,2015-03-25
2697,987406,2160.0,7,2016-03-02
2698,903801,2277.36,18,2020-03-30
2699,901115,3288.12,34,2018-01-15
2700,987870,1323.0,15,2017-11-30
2701,901096,489.24,3,2012-06-28
2702,902123,388.56,1,2012-02-13
2703,4055,38975.92,510,2020-07-31
2704,900632,1461.96,4,2012-11-15
2705,56792,77497.35,1613,2020-09-30
2706,987955,8832.96,13,2019-11-14
2707,88188,159232.47,812,2020-09-30
2708,11297,36808462.74,62947,2020-09-30
2709,9278,180351.73,2036,2020-09-30
2710,65061,218455.1,4912,2020-09-30
2711,19096,1328952.79,9650,2020-09-30
2712,75215,23142.31,1006,2015-05-07
2713,40657,1452.3,85,2012-11-19
2714,77858,366212.78,4632,2020-09-30
2715,87586,763596.93,6887,2019-10-21
2716,40592,458344.16,5547,2020-09-29
2717,63352,16999.2,233,2013-01-31
2718,36302,287501.42,5017,2020-09-30
2719,3097,2917.72,30,2012-12-19
2720,15810,11724.31,111,2015-03-19
2721,915646,29867.7,80,2016-04-07
2722,969650,156.12,1,2015-01-13
2723,75920,9731.99,201,2019-07-30
2724,44697,3405.44,56,2016-03-22
2725,964068,5355.0,32,2018-05-03
2726,902791,17550.9,49,2018-09-21
2727,33236,752.25,12,2013-03-14
2728,901857,992.28,4,2014-04-17
2729,902111,819.12,8,2017-01-23
2730,4000,26712.0,167,2020-09-29
2731,900242,1146.72,12,2018-01-15
2732,904783,107.88,1,2014-07-01
2733,902427,152.1,8,2018-06-18
2734,89718,5328.75,29,2016-03-23
2735,956417,3042.0,10,2017-07-18
2736,900296,285.12,4,2014-11-24
2737,34006,15924146.29,78290,2020-09-30
2738,80458,716334.78,6962,2020-09-30
2739,86112,1018997.58,21593,2020-09-30
2740,43210,64494.57,1205,2015-04-01
2741,15296,403617.5,6985,2020-09-30
2742,10815,39045.43,1984,2015-04-01
2743,42142,52219.0,911,2016-04-28
2744,81406,316005.42,5532,2020-09-30
2745,27920,187215.0,2743,2020-09-30
2746,903255,37817.52,131,2017-10-02
2747,77723,9911.79,130,2018-09-21
2748,31627,4198.32,44,2017-05-31
2749,36374,18381.75,84,2016-09-27
2750,88549,15315.98,301,2018-08-06
2751,966861,3042.0,22,2020-06-22
2752,904601,495.36,5,2013-05-02
2753,903984,3109.68,7,2016-05-16
2754,901593,2190.96,25,2018-02-09
2755,69664,191.76,1,2012-10-09
2756,901769,635.52,5,2016-12-13
2757,944280,636.3,3,2014-03-19
2758,902426,17.55,1,2015-02-05
2759,903330,4283.1,12,2019-01-28
2760,927324,2911.68,13,2020-02-19
2761,37994,5394026.54,62983,2020-09-30
2762,64755,1515517.28,10366,2020-09-30
2763,82840,314686.0,5548,2020-09-30
2764,88298,765132.0,3878,2020-08-13
2765,89916,356832.52,5965,2020-09-29
2766,18348,802243.24,6188,2020-09-30
2767,989457,14369.04,18,2020-08-28
2768,80436,419.16,5,2013-05-09
2769,2992,4355.04,45,2014-12-18
2770,43052,2970.0,69,2015-12-29
2771,941936,4377.48,16,2020-04-24
2772,903962,1839.84,8,2017-06-05
2773,725,26956.8,213,2019-11-19
2774,63364,4432.08,70,2015-12-30
2775,4982,3910.08,7,2013-04-04
2776,935229,520.29,3,2014-01-16
2777,901682,1728.24,7,2014-07-22
2778,12865,12514.5,363,2020-09-16
2779,902003,2349.6,11,2018-12-28
2780,75208,763392.41,34835,2020-09-30
2781,18407,163645.5,2735,2020-07-30
2782,57092,143927.5,2553,2020-04-27
2783,37996,10893985.53,82842,2020-09-30
2784,69941,74047.71,1247,2012-09-26
2785,52593,1167348.72,24527,2020-09-30
2786,53210,415456.5,7039,2016-10-05
2787,82605,216667.38,4101,2020-09-30
2788,65065,58170.5,2015,2015-07-01
2789,4797,65786.51,1090,2015-04-21
2790,900620,4857.75,32,2017-12-13
2791,74776,148488.59,527,2020-09-10
2792,15860,11629.01,55,2015-01-27
2793,66008,3076.93,40,2013-12-04
2794,74792,5766.78,109,2014-12-30
2795,902086,12451.2,19,2020-09-29
2796,902062,40778.64,51,2013-05-23
2797,73684,12086.26,231,2016-11-21
2798,29404,18003.75,204,2017-05-04
2799,903458,30703.17,188,2020-09-30
2800,36896,13406.25,102,2015-09-29
2801,941850,5970.6,33,2020-09-10
2802,904984,15843.6,83,2015-11-04
2803,902337,3999.18,28,2018-04-17
2804,901833,8964.96,15,2014-05-07
2805,902960,4173.84,15,2015-05-12
2806,902896,2940.9,12,2020-02-26
2807,920256,453.12,2,2014-09-17
2808,904625,3911.52,9,2012-04-02
2809,918660,10329.12,20,2016-10-31
2810,903172,883.8,6,2014-05-28
2811,901395,3127.5,8,2016-12-15
2812,935873,4094.4,8,2017-03-06
2813,985555,1638.0,6,2020-03-16
2814,80045,2591.54,51,2013-08-08
2815,34423,2805024.0,29456,2020-09-30
2816,43331,1949713.5,63545,2020-09-30
2817,75876,2146.08,12,2013-06-11
2818,86506,497702.89,13700,2020-09-30
2819,22787,590669.65,8475,2020-09-30
2820,65124,106103.08,1507,2014-09-25
2821,25877,331385.84,5868,2020-09-30
2822,900417,2569.44,16,2017-12-13
2823,5620,31355.75,482,2013-12-30
2824,86685,5824.26,83,2015-09-16
2825,4029,30634.84,51,2020-09-30
2826,34573,18448.76,192,2015-12-23
2827,910882,42976.56,149,2020-09-23
2828,902997,1078.92,8,2020-07-27
2829,902005,1607.76,5,2018-08-27
2830,904097,7719.0,23,2014-07-02
2831,44215,2477.66,41,2015-12-02
2832,901116,1633.8,15,2017-11-17
2833,40979,3211.78,13,2012-09-24
2834,904526,4043.52,13,2014-07-17
2835,903601,922.08,10,2016-03-21
2836,27668,9629.84,18,2015-03-18
2837,37020,133810.5,717,2020-09-29
2838,903240,5967.0,18,2014-01-28
2839,982785,741.36,2,2015-12-16
2840,987946,1800.0,5,2017-04-10
2841,921796,4446.0,20,2019-01-14
2842,55088,1131654.76,12892,2020-09-30
2843,69666,533948.05,9686,2020-09-30
2844,34422,16543696.04,38291,2020-09-30
2845,64711,571605.94,6272,2020-09-30
2846,33789,75587.95,1091,2016-05-02
2847,41966,20124.69,366,2013-03-11
2848,47865,692688.0,3619,2020-09-22
2849,87619,454798.86,3835,2020-09-30
2850,41500,205019.54,4125,2020-09-29
2851,27508,12858.18,343,2014-12-30
2852,58823,2770.92,78,2014-06-16
2853,3334,3261.0,30,2012-11-19
2854,5360,74917.85,375,2020-09-29
2855,903766,630.36,6,2014-01-14
2856,902975,7527.54,21,2020-05-21
2857,902515,360.0,1,2013-10-24
2858,900002,571.53,7,2017-08-21
2859,902769,2245.14,10,2016-08-10
2860,25604,1684917.5,41083,2020-09-30
2861,32233,1506753.11,20197,2020-09-30
2862,27056,451177.36,6281,2020-09-29
2863,18006,2825965.95,15496,2020-09-24
2864,43034,271322.18,7847,2020-09-30
2865,64727,144480.5,942,2016-06-28
2866,79986,16687.0,579,2016-07-28
2867,35469,107587.34,1309,2015-02-02
2868,74089,20374.5,299,2015-07-14
2869,77345,26022.76,324,2015-12-30
2870,64593,57907.18,922,2015-04-01
2871,63545,27858.75,266,2014-09-30
2872,40255,3749.46,98,2013-12-30
2873,901684,1630.8,7,2014-06-03
2874,77325,4654.65,67,2016-01-27
2875,86653,4766.94,67,2016-10-03
2876,903784,1257.6,7,2018-02-06
2877,86867,16848.0,424,2019-07-31
2878,902471,1860.0,2,2012-07-30
2879,902507,168.84,1,2012-10-11
2880,44657,790761.0,9686,2020-09-30
2881,35313,82298.7,3539,2020-09-30
2882,42712,363639.06,19210,2020-09-29
2883,36186,401127.6,6851,2020-09-30
2884,68038,1246498.29,6629,2020-09-30
2885,31472,230288.21,4791,2020-09-28
2886,43335,2055432.28,4956,2013-02-28
2887,89199,1866476.38,24099,2020-09-30
2888,73136,215857.22,5140,2020-09-29
2889,89121,939009.05,8305,2020-09-30
2890,38174,1303710.54,20428,2020-09-30
2891,62837,13838.9,376,2013-12-31
2892,35456,16096.08,195,2014-05-08
2893,28718,251278.23,1736,2020-09-25
2894,64016,1477.12,31,2012-04-11
2895,28795,254076.36,1819,2020-09-29
2896,19116,90776.4,982,2020-09-30
2897,87385,72353.94,867,2020-09-25
2898,15818,125705.04,1187,2020-09-30
2899,80425,5206.5,72,2014-06-26
2900,902108,469.44,3,2015-07-14
2901,3887,9937.92,20,2013-08-22
2902,904449,1130.76,10,2016-12-26
2903,43323,162719.5,1198,2020-09-30
2904,922173,1125.0,6,2015-11-30
2905,973452,11887.23,33,2020-02-24
2906,903752,873.6,4,2013-02-28
2907,904543,611.28,6,2016-08-08
2908,910621,534.6,2,2019-05-28
2909,902386,873.6,8,2014-02-26
2910,900413,1268.86,8,2017-09-26
2911,902319,155.52,1,2013-11-21
2912,900477,1460.61,11,2017-11-08
2913,903997,587.52,2,2014-07-21
2914,80571,334471.27,15676,2020-09-30
2915,89197,11410863.6,41432,2020-09-30
2916,4636,271812.14,2730,2020-09-30
2917,82612,162523.35,3016,2020-09-22
2918,40821,199746.32,2050,2020-09-30
2919,34457,6145000.0,16713,2020-09-30
2920,80396,24567.23,1024,2014-07-01
2921,41592,169070.19,2623,2014-10-02
2922,35937,16662.78,240,2013-12-28
2923,63510,7497.08,82,2015-11-24
2924,900621,3757.08,20,2017-11-30
2925,63745,3135.84,55,2015-12-09
2926,89489,3062.7,122,2012-05-22
2927,67757,2230.76,76,2015-03-24
2928,15813,4662.9,127,2014-03-31
2929,36390,28385.48,166,2020-09-30
2930,904328,13197.6,209,2019-07-19
2931,4381,169572.48,545,2020-09-30
2932,39922,268222.29,2726,2020-09-30
2933,902496,3670.56,6,2016-03-09
2934,904889,442.8,2,2014-01-30
2935,901081,644.76,3,2013-10-24
2936,905115,10795.2,6,2013-12-23
2937,3382,1942.89,26,2014-02-05
2938,900226,1612.8,15,2018-02-09
2939,990482,4499.9,6,2015-10-19
2940,991176,8099.1,20,2014-10-29
2941,935415,723.6,3,2015-11-02
2942,901665,659.52,7,2017-09-26
2943,906316,540.0,2,2014-02-05
2944,41851,97.44,1,2012-05-22
2945,901123,73.89,2,2012-09-13
2946,915622,431.28,3,2018-07-09
2947,902332,101.04,1,2013-01-17
2948,4046,3140.4,5,2013-04-22
2949,921244,35563.5,336,2020-07-14
2950,46350,1473463.89,18647,2020-09-29
2951,41681,612203.34,7031,2020-09-30
2952,41746,254436.16,3900,2014-08-21
2953,82867,2761824.49,19130,2020-09-30
2954,82857,203450.62,3313,2020-09-30
2955,42444,163065.91,1895,2015-12-14
2956,19486,1367803.9,9776,2020-09-30
2957,34076,599166.27,5753,2020-09-30
2958,64870,7831148.76,49405,2020-09-30
2959,73517,389246.6,6190,2020-07-03
2960,29812,129445.2,1460,2020-09-30
2961,65125,198926.28,3478,2020-09-30
2962,77564,2274.6,43,2012-10-04
2963,71426,20262.42,277,2014-03-31
2964,84153,38277.26,404,2019-05-28
2965,33868,12822.76,281,2014-11-21
2966,1399,89094.0,160,2012-11-07
2967,944518,368.28,3,2015-05-12
2968,903021,29710.62,40,2014-12-18
2969,917925,899.82,6,2015-09-14
2970,18856,229323.0,2090,2020-09-30
2971,904942,1817.76,10,2019-11-25
2972,903697,5939.04,14,2019-10-18
2973,902223,2284.16,13,2014-09-15
2974,902877,5845.32,15,2020-06-02
2975,903500,2184.0,12,2019-07-25
2976,47861,261759.68,1769,2020-09-09
2977,902303,2766.72,7,2017-05-25
2978,900865,663.18,4,2013-09-04
2979,914000,9403.74,36,2020-03-05
2980,965265,261.6,1,2013-12-30
2981,66810,138510.0,1204,2020-09-30
2982,36978,5964802.64,43629,2020-09-30
2983,11940,204720.0,2925,2020-09-30
2984,10008,2979171.24,28997,2020-09-30
2985,45246,615967.64,12507,2020-09-30
2986,36006,285919.86,1736,2020-09-24
2987,40962,8715.69,411,2013-04-29
2988,40327,591664.02,5961,2020-09-30
2989,3872,32570.39,88,2013-11-20
2990,78616,105823.34,3177,2020-09-30
2991,13928,119872.92,1646,2020-09-30
2992,72452,1183.2,66,2015-03-26
2993,905277,12581.25,29,2016-08-03
2994,902031,22513.92,121,2020-03-16
2995,13730,27535.92,149,2020-07-30
2996,64820,4654.17,73,2013-01-24
2997,86806,5165.22,129,2015-05-19
2998,89453,14528.75,175,2013-01-23
2999,901315,1037.8,4,2014-05-29
3000,902844,442.8,2,2013-09-26
3001,941467,16984.32,121,2020-09-25
3002,64511,499832.68,4726,2020-09-30
3003,902951,3162.48,17,2017-04-03
3004,905530,312.57,6,2016-12-28
3005,902377,157.92,1,2012-08-20
3006,903324,445.92,3,2019-09-10
3007,903082,32836.32,36,2019-01-04
3008,34748,562181.15,3816,2020-09-29
3009,65200,1581051.35,20586,2020-09-30
3010,89206,2068838.95,14478,2020-09-30
3011,52590,146483.52,1863,2020-09-30
3012,68846,509537.69,7550,2020-09-30
3013,58863,29535.7,389,2013-04-16
3014,89646,1081426.5,6971,2020-09-16
3015,40595,9476.71,264,2013-03-28
3016,34715,8154.56,44,2015-08-20
3017,3135,340374.48,652,2016-10-13
3018,821,1922.31,40,2013-10-16
3019,903995,15016.96,56,2020-08-13
3020,4194,1436.1,8,2013-09-05
3021,29119,325918.96,3064,2020-09-30
3022,967706,4043.52,18,2020-03-31
3023,901911,809.64,3,2014-03-24
3024,902313,1106.0,12,2014-12-02
3025,4002,17471.4,71,2014-04-21
3026,902010,10650.6,39,2020-08-19
3027,900836,29.72,1,2012-11-15
3028,43482,16576.82,228,2018-08-01
3029,902036,213.0,2,2013-04-04
3030,901155,510.75,7,2017-04-28
3031,900255,1779.12,11,2017-11-30
3032,42766,372.6,3,2012-08-28
3033,56791,18530.82,531,2018-07-18
3034,37988,1776667.19,11263,2020-09-30
3035,89154,1731539.26,7892,2020-09-30
3036,11347,912849.67,10265,2020-09-30
3037,69657,3339471.06,14286,2020-09-30
3038,80489,14791.77,643,2016-01-04
3039,24451,162746.5,6989,2020-09-30
3040,37640,316396.35,1778,2020-08-05
3041,84636,150252.0,2647,2020-02-14
3042,31654,119428.95,4442,2016-02-03
3043,27629,989368.69,8686,2020-09-30
3044,27257,2563.29,52,2016-05-03
3045,2918,4698.0,54,2015-12-29
3046,39770,124947.6,4720,2020-09-30
3047,84197,260559.0,5118,2020-09-30
3048,89621,110762.4,597,2020-09-30
3049,905535,246.96,4,2016-12-28
3050,933284,1148.16,4,2015-01-26
3051,933763,1230.6,2,2015-05-05
3052,901223,4526.22,35,2018-02-09
3053,901520,460.62,8,2016-12-13
3054,72502,2700.0,51,2020-09-28
3055,966931,2937.6,14,2020-06-15
3056,934364,251.52,1,2014-08-07
3057,901726,872.4,9,2015-04-15
3058,34821,11197188.59,39635,2020-09-30
3059,19066,8703631.51,58329,2020-09-30
3060,86250,145169.47,4816,2020-09-30
3061,29994,316181.01,7970,2020-09-30
3062,42317,60257.51,1073,2015-04-22
3063,40976,141695.92,2291,2014-10-14
3064,42687,440290.23,7352,2020-09-22
3065,19880,230333.01,1639,2020-09-18
3066,33893,26107.66,284,2015-03-24
3067,65768,24542.22,197,2015-06-24
3068,921231,22275.0,94,2017-05-26
3069,902372,2670.6,15,2016-08-18
3070,64645,310405.81,2121,2020-09-30
3071,33295,5395.96,120,2015-12-29
3072,43366,36123.36,274,2017-04-26
3073,37148,10811.25,107,2015-05-12
3074,905082,986.4,15,2017-11-17
3075,27403,9788.43,35,2015-03-02
3076,903796,8234.04,47,2017-12-04
3077,36258,48122.28,652,2020-09-30
3078,901141,1086.96,20,2017-11-30
3079,75868,269.64,3,2012-12-11
3080,903884,1083.36,5,2016-02-08
3081,927425,2070.0,18,2020-04-20
3082,989089,2026.32,4,2018-07-09
3083,903279,2024.22,11,2014-03-26
3084,967487,13988.0,19,2018-09-24
3085,940559,201.78,2,2014-05-14
3086,903774,6346.08,12,2020-09-11
3087,85606,444902.65,9381,2020-09-29
3088,87937,2949438.23,15496,2020-09-30
3089,67296,136854.54,2796,2018-02-12
3090,76478,583691.71,6786,2020-09-30
3091,41787,79135.09,752,2014-09-02
3092,62380,11834.02,166,2013-02-28
3093,79026,161473.99,4547,2020-09-30
3094,42242,405940.77,4429,2020-09-08
3095,42676,402360.58,6649,2020-08-26
3096,4090,177102.66,762,2020-09-29
3097,53367,46573.76,895,2014-06-18
3098,903455,13199.22,36,2020-09-21
3099,940991,1450.44,5,2015-11-16
3100,932216,881.16,6,2015-06-22
3101,905081,977.52,11,2018-01-15
3102,903666,672.0,4,2013-10-22
3103,904535,1136.64,10,2015-07-13
3104,915934,23926.32,54,2020-09-01
3105,900832,297.36,1,2014-12-04
3106,903135,328.32,3,2013-04-30
3107,938081,179.4,2,2020-08-24
3108,57120,378291.82,7063,2020-09-30
3109,34746,1234480.33,11662,2020-09-30
3110,28865,348836.26,7519,2020-09-30
3111,65017,96335.01,2102,2018-12-26
3112,76040,734020.66,9041,2020-09-30
3113,80236,845510.82,4815,2020-09-30
3114,89885,20546.54,225,2015-09-28
3115,901196,195.0,3,2014-11-24
3116,65767,31571.56,240,2015-07-01
3117,16562,461249.25,2216,2020-09-23
3118,40682,17630.99,345,2013-04-30
3119,18906,52728.0,614,2018-07-23
3120,902254,7136.1,34,2020-09-08
3121,665,3150.0,41,2014-12-15
3122,981177,11772.0,51,2020-06-03
3123,43368,6457.33,58,2012-07-24
3124,28860,7062.73,57,2016-03-31
3125,74763,6295.61,135,2013-03-13
3126,965144,1146.6,8,2014-02-13
3127,919481,20501.88,124,2016-02-25
3128,363,2520.0,25,2015-10-27
3129,1996,1842.6,12,2015-11-10
3130,901052,1268.7,10,2017-07-07
3131,72948,3309.65,33,2015-12-17
3132,901338,223.8,1,2015-01-28
3133,58875,3389868.55,28326,2020-09-30
3134,52594,2027682.18,32583,2020-09-30
3135,35926,3899591.03,55389,2020-09-30
3136,34820,4278596.42,40374,2020-09-30
3137,40804,271650.11,2156,2020-09-29
3138,3657,540381.52,3045,2017-07-19
3139,43409,247475.72,2376,2020-09-30
3140,36296,8605.4,92,2015-12-30
3141,80336,34732.5,499,2016-01-28
3142,832,32700.0,150,2014-10-02
3143,903064,34215.48,110,2016-04-27
3144,44331,5556.16,114,2013-12-19
3145,28096,301.5,7,2012-01-18
3146,903921,6332.04,31,2013-12-21
3147,905205,783.24,6,2017-07-07
3148,901542,3217.56,5,2014-03-06
3149,66070,1248.25,16,2016-06-20
3150,65090,11997.47,45,2019-01-07
3151,900482,360.78,6,2017-04-28
3152,43285,8363574.92,42448,2020-09-30
3153,11786,6344274.02,61699,2020-09-30
3154,11936,661375.46,10442,2020-09-30
3155,37146,226485.85,3160,2016-07-13
3156,87448,58860.0,612,2019-01-31
3157,35947,726817.15,6730,2020-09-30
3158,36974,489680.17,7173,2020-09-30
3159,31990,375535.49,2656,2020-09-30
3160,89099,186407.3,2016,2020-09-30
3161,15266,2053.2,47,2014-07-29
3162,905203,994.89,11,2017-12-13
3163,27455,3255.0,27,2015-01-14
3164,940308,17550.0,15,2013-09-25
3165,36020,743.85,30,2014-12-29
3166,64774,83446.2,1328,2020-09-30
3167,901031,2360.82,16,2018-02-09
3168,904581,26974.8,111,2019-07-22
3169,901724,1869.12,6,2015-04-15
3170,904390,567.12,2,2014-06-23
3171,366,2160.0,29,2015-10-22
3172,901047,1042.44,16,2017-11-17
3173,39850,13638.16,52,2016-03-30
3174,36574,85026.36,2667,2020-09-30
3175,901222,4889.52,28,2018-02-09
3176,903447,1754.88,7,2020-09-21
3177,989411,4095.0,10,2020-08-20
3178,903388,1387.92,8,2018-11-08
3179,901453,1140.06,6,2015-01-28
3180,901632,573.84,4,2014-10-01
3181,38179,310176.56,5947,2020-09-30
3182,933848,118.08,1,2013-10-02
3183,943435,2005.2,11,2020-06-24
3184,43302,1163562.0,12443,2020-09-30
3185,23277,332408.73,5259,2020-09-30
3186,83370,244265.58,4758,2020-09-30
3187,31475,1974220.2,22874,2020-09-30
3188,37336,2245046.77,25339,2020-09-30
3189,89447,919042.03,4411,2020-09-29
3190,69945,820248.48,15153,2020-09-30
3191,25878,600603.4,9400,2020-09-21
3192,49175,42395.77,609,2013-12-21
3193,57178,1226.25,31,2016-03-24
3194,76043,3917.48,87,2014-12-22
3195,89085,15407.28,133,2015-05-19
3196,89178,234497.55,2371,2020-09-30
3197,27110,29140.94,116,2012-03-08
3198,86680,10151.7,139,2015-05-04
3199,903230,20950.44,55,2020-06-11
3200,910900,13860.0,85,2017-04-05
3201,901139,2791.38,22,2017-12-13
3202,983356,3246.6,20,2014-10-21
3203,903367,250.5,1,2013-04-17
3204,987956,198.0,1,2015-08-27
3205,902875,18.9,1,2012-10-01
3206,904977,2532.66,8,2014-09-29
3207,935025,222.06,2,2018-12-27
3208,900295,465.12,2,2013-10-24
3209,901900,80.97,1,2012-04-27
3210,24466,527114.62,7028,2020-09-30
3211,89191,1372927.5,32316,2020-09-30
3212,39918,613972.8,6007,2020-09-30
3213,66211,8467.2,262,2015-06-30
3214,902084,14723.94,26,2020-02-10
3215,903066,6351.0,99,2020-07-17
3216,904536,1962.72,7,2015-05-21
3217,56005,1396.11,62,2015-12-23
3218,994122,3464.88,29,2015-09-30
3219,904637,5713.2,22,2019-09-30
3220,927437,1370.88,7,2016-07-13
3221,900214,5599.98,7,2017-11-07
